"ARS-ID","정류소명","X좌표","Y좌표"
"13009","연희104고지앞.구성산회관","126.9257861","37.56635703"
"13010","서대문우체국","126.9320446","37.56176973"
"13011","서대문우체국","126.9314621","37.56253262"
"13012","연세대앞","126.9357001","37.55993535"
"13013","연세대앞","126.9354996","37.56015691"
"13014","세브란스병원앞","126.9384507","37.55996746"
"13015","세브란스병원앞","126.9389237","37.5601326"
"13016","이대후문","126.9433012","37.56260018"
"13017","이대후문","126.9436484","37.5630635"
"13019","동교동삼거리","126.9295196","37.55776469"
"13021","신촌오거리.현대백화점","126.9345038","37.5559834"
"13023","신촌오거리.2호선신촌역","126.9389816","37.55578846"
"13025","이대역","126.9472705","37.55687557"
"13026","산골고개","126.9399957","37.59530182"
"13027","산골고개","126.9406677","37.59469212"
"13028","홍제역.서대문세무서","126.9443653","37.58849083"
"13029","홍제역.서대문세무서","126.9453226","37.58784339"
"13030","홍제삼거리.인왕산한신휴플러스","126.9478427","37.58520705"
"13031","무악재역","126.9498098","37.58315431"
"13032","무악재역","126.9506553","37.58186521"
"13033","안산초등학교","126.951572","37.580686"
"13034","독립문역.한성과학고","126.9575775","37.57468891"
"13035","독립문역.한성과학고","126.9564198","37.57570492"
"13036","영천시장","126.962533","37.56993913"
"13037","영천시장","126.9630063","37.56961038"
"13038","서대문역","126.96583","37.56647453"
"13039","경찰청.동북아역사재단","126.9692243","37.56247642"
"13040","인왕산.홍제원아파트","126.9488624","37.58439651"
"13042","웨딩타운","126.952408","37.557227"
"13044","아현역","126.956593","37.557425"
"13045","충정로역","126.9634916","37.56105826"
"13046","충정로역","126.9626987","37.56002266"
"13047","서대문역사거리","126.966565","37.565579"
"13107","모래내시장.가좌역","126.9140623","37.56986875"
"13109","사천교","126.9175934","37.56808209"
"13110","연희104고지앞.구성산회관","126.9239773","37.56616936"
"13111","연희104고지앞.구성산회관","126.924998","37.56655"
"13112","서대문우체국","126.9303828","37.5631141"
